OTUID	Mean	Taxonomy
OTU_171	0.06	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_flevense
OTU_172	0.082	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiales_incertae_sedis;g__Thiomonas;s__Pseudogulbenkiania_gefcensis
OTU_173	0.033	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Kaistia;s__Kaistia_geumhonensis
OTU_174	0.032	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azospira;s__Azospira_restricta
OTU_175	0.037	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus;s__Thiobacillus_thiophilus
OTU_177	0.087	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio_limicola
OTU_178	0.075	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea_aerophila
OTU_179	0.1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Methyloligella;s__Methyloligella_solikamskensis
OTU_180	0.128	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium_alvei
OTU_181	0.047	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Parcubacteria_genera_incertae_sedis;s__Clostridium_lactatifermentans
OTU_182	0.091	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__Solirubrobacter_taibaiensis
OTU_183	0.026	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_suzhouense
OTU_184	0.043	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium_arcticum
OTU_185	0.191	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Pleomorphomonas;s__Pleomorphomonas_diazotrophica
OTU_186	0.11	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Tangfeifania;s__Tangfeifania_diversioriginum
OTU_187	0.051	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Clostridiales;f__Geobacteraceae;g__Geobacter;s__Desulfotomaculum_peckii
OTU_189	0.055	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__Alkalimonas_delamerensis
OTU_190	0.056	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Salinispira_pacifica
OTU_191	0.059	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Gp1
OTU_192	0.048	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Steroidobacter;s__Steroidobacter_agariperforans
OTU_193	0.067	k__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus;s__Oligoflexus_tunisiensis
OTU_194	0.025	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
OTU_195	0.043	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Sulfuritalea;s__Sulfuritalea_hydrogenivorans
OTU_196	0.472	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum_rubrisubalbicans
OTU_197	0.095	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_furvisabuli
OTU_198	0.107	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Dactylosporangium;s__Dactylosporangium_maewongense
OTU_199	0.056	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_2;g__Ammoniphilus;s__Ammoniphilus_oxalivorans
OTU_200	0.035	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azovibrio;s__Azovibrio_restrictus
OTU_201	0.044	k__Bacteria;p__Proteobacteria;c__Actinobacteria;o__Actinomycetales;f__Xanthomonadaceae;g__Streptomyces;s__Ardenticatena_maritima
OTU_202	0.06	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Acidothermus;s__Acidothermus_cellulolyticus
OTU_203	0.085	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Povalibacter;s__Povalibacter_uvarum
OTU_205	0.073	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_cheniae
OTU_206	0.059	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_incertae_sedis;g__Vasilyevaea;s__Vasilyevaea_enhydra
OTU_208	0.053	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium;s__Curtobacterium_citreum
OTU_209	0.022	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_taiwanensis
OTU_210	0.115	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Lapillicoccus;s__Lapillicoccus_jejuensis
OTU_211	0.11	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter_segnis
OTU_214	0.076	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomonas;s__Methylomonas_paludis
OTU_216	0.072	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Bacteroides;s__Barnesiella_viscericola
OTU_217	0.027	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_guillouiae
OTU_218	0.034	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_incertae_sedis;g__Phreatobacter;s__Phreatobacter_oligotrophus
OTU_219	0.028	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_phymatum
OTU_220	0.052	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_221	0.032	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Mangroviflexus;s__Mangroviflexus_xiamenensis
OTU_222	0.038	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_azotifigens
OTU_224	0.051	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Demequinaceae;g__Demequina;s__Demequina_lutea
OTU_225	0.095	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Steroidobacter;s__Steroidobacter_agariperforans
OTU_226	0.056	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys_taiwanensis
OTU_227	0.026	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Alphaproteobacteria_incertae_sedis;g__Rhizomicrobium;s__Rhizomicrobium_palustre
OTU_229	0.041	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Phycicoccus;s__Phycicoccus_ginsenosidimutans
OTU_230	0.059	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sediminicola
OTU_231	0.055	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_233	0.052	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_234	0.024	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Acidimicrobineae_incertae_sedis;g__Aciditerrimonas;s__Aciditerrimonas_ferrireducens
OTU_235	0.098	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_kribbensis
OTU_236	0.1	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_intermedium
OTU_237	0.074	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium_calliandrae
OTU_239	0.039	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
OTU_241	0.025	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Cryomorphaceae;g__Owenweeksia;s__Owenweeksia_hongkongensis
OTU_242	0.037	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Verrucosispora;s__Verrucosispora_wenchangensis
OTU_243	0.031	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__Geothrix_fermentans
OTU_244	0.043	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas_chelatiphaga
OTU_246	0.05	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_247	0.027	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia_kyonggiensis
OTU_248	0.03	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XII;g__Fusibacter;s__Fusibacter_paucivorans
OTU_249	0.065	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cloacibacterium;s__Cloacibacterium_normanense
OTU_250	0.032	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Tangfeifania;s__Tangfeifania_diversioriginum
OTU_251	0.028	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Humibacillus;s__Humibacillus_xanthopallidus
OTU_252	0.029	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_stenostreptum
OTU_254	0.042	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum_tesquicola
OTU_255	0.033	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_amylolyticum
OTU_256	0.056	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces;s__Agromyces_subtropicus
OTU_257	0.032	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Sinomonas;s__Sinomonas_soli
OTU_259	0.045	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__Haliangium_ochraceum
OTU_260	0.023	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;s__Methylocaldum_marinum
OTU_261	0.022	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter;s__Pseudoramibacter_alactolyticus
OTU_262	0.035	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_columnare
OTU_263	0.037	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_knackmussii
OTU_264	0.088	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ilumatobacter;s__Ilumatobacter_fluminis
OTU_265	0.034	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis_contaminans
OTU_266	0.02	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter;s__Gemmobacter_aquatilis
OTU_267	0.026	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__Asticcacaulis_solisilvae
OTU_268	0.019	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_zuelzerae
OTU_271	0.04	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
OTU_272	0.018	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azoarcus;s__Azoarcus_buckelii
OTU_273	0.026	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium_fluoreni
OTU_274	0.028	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Ancalomicrobium;s__Shinella_daejeonensis
OTU_275	0.125	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinomadura;s__Actinomadura_alba
OTU_276	0.049	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella;s__Schlegelella_aquatica
OTU_277	0.02	k__Bacteria;p__Proteobacteria;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudobacteroides;s__Bacteroides_cellulosolvens
OTU_278	0.047	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_279	0.045	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Mangroviflexus;s__Mangroviflexus_xiamenensis
OTU_280	0.018	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Chryseolinea;s__Chryseolinea_serpens
OTU_281	0.024	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium_sediminicola
OTU_282	0.02	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Saccharofermentans_acetigenes
OTU_283	0.019	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_roseum
OTU_284	0.099	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes_friuliensis
OTU_285	0.034	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Saccharomonospora_cyanea
OTU_286	0.022	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_suncheonense
OTU_287	0.04	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_basaltis
OTU_288	0.052	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira
OTU_289	0.048	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_cellulosae
OTU_290	0.037	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia;s__Owenweeksia_hongkongensis
OTU_293	0.092	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_torulosus
OTU_294	0.027	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__Solirubrobacter_taibaiensis
OTU_295	0.024	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella_xiamenensis
OTU_296	0.043	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionicimonas;s__Propionicimonas_paludicola
OTU_297	0.163	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium_icense
OTU_298	0.057	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium_tarimense
OTU_299	0.019	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_idahonensis
OTU_300	0.039	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;s__Blastomonas_natatoria
OTU_301	0.036	k__Bacteria;p__Proteobacteria;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Desulfovibrio;s__Isosphaera_pallida
OTU_302	0.02	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Aciditerrimonas;s__Aciditerrimonas_ferrireducens
OTU_303	0.02	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_phymatum
OTU_305	0.024	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Azorhizobium;s__Azorhizobium_caulinodans
OTU_306	0.043	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiales_incertae_sedis;g__Thiomonas;s__Zoogloea_oryzae
OTU_307	0.014	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus_depolymerans
OTU_308	0.016	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_309	0.019	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Mangroviflexus;s__Mangroviflexus_xiamenensis
OTU_310	0.02	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio_hydrogeniphilus
OTU_311	0.023	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Psychrosinus;s__Pelosinus_propionicus
OTU_312	0.027	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__Paenisporosarcina_macmurdoensis
OTU_313	0.03	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Roseiflexus_castenholzii
OTU_314	0.042	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__Solirubrobacter_taibaiensis
OTU_315	0.017	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__Haliangium_tepidum
OTU_316	0.067	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter_thiogenes
OTU_317	0.044	k__Bacteria;p__Bacteroidetes;c__Bacteroidetes_incertae_sedis;o__Bacteroidales;f__Marinilabiliaceae;g__Marinifilum;s__Saccharicrinis_fermentans
OTU_319	0.023	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis;s__Phaselicystis_flava
OTU_320	0.02	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Thermasporomyces;s__Thermasporomyces_composti
OTU_321	0.022	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_322	0.02	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacter;s__Sandaracinobacter_sibiricus
OTU_323	0.071	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Tangfeifania;s__Tangfeifania_diversioriginum
OTU_324	0.014	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Novispirillum;s__Novispirillum_itersonii_subsp._nipponicum
OTU_325	0.014	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Marisediminicola;s__Marisediminicola_antarctica
OTU_326	0.014	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis
OTU_327	0.023	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Iamiaceae;g__Aquihabitans;s__Aquihabitans_daechungensis
OTU_329	0.046	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter_bemidjiensis
OTU_330	0.022	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_swellfunianum
OTU_331	0.043	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Alphaproteobacteria_incertae_sedis;g__Rhizomicrobium;s__Rhizomicrobium_electricum
OTU_332	0.031	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_anmyonensis
OTU_333	0.035	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_ginsengisoli
OTU_334	0.025	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium_vulgare
OTU_335	0.065	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium_lituiforme
OTU_336	0.025	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Owenweeksia;s__Owenweeksia_hongkongensis
OTU_337	0.014	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Roseiflexus;s__Roseiflexus_castenholzii
OTU_338	0.015	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae;g__Haliscomenobacter;s__Haliscomenobacter_hydrossis
OTU_339	0.026	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_indicum
OTU_340	0.022	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioalkalispiraceae;g__Thioprofundum;s__Thioprofundum_hispidum
OTU_341	0.014	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_342	0.017	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Eggerthella;s__Eggerthella_lenta
OTU_343	0.019	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Acetobacteroides;s__Acetobacteroides_hydrogenigenes
OTU_344	0.013	k__Bacteria;p__SR1;c__Betaproteobacteria;o__Burkholderiales;f__Porphyromonadaceae;g__SR1_genera_incertae_sedis;s__Vibrionimonas_magnilacihabitans
OTU_345	0.039	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea_eucrina
OTU_346	0.017	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__Opitutus_terrae
OTU_348	0.012	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III;s__Clostridium_aldrichii
OTU_349	0.03	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Mangroviflexus;s__Mangroviflexus_xiamenensis
