Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
Q4141La	0.104	0.0568	1346.9	0.980	0.785	97.4	284.0	5000.0	1336.0	0.654	0.0204	5.65	8.15	2.45
S4168Lc	0.134	0.0703	1588.6	0.975	0.796	93.6	351.3	5000.0	1579.0	0.661	0.0253	5.86	8.46	2.55
S4168Ld	0.128	0.0567	1304.7	0.978	0.788	96.3	283.6	5000.0	1294.0	0.651	0.0223	5.65	8.15	2.45
S4168Lf	0.082	0.0671	1408.4	0.985	0.803	131.0	335.4	5000.0	1397.0	0.668	0.0146	5.82	8.39	2.53
W4194La	0.130	0.0434	1248.8	0.971	0.755	68.9	217.2	5000.0	1240.0	0.647	0.0287	5.38	7.76	2.34
W4194Lb	0.253	0.0188	1163.4	0.917	0.645	22.4	94.1	5000.0	1150.0	0.702	0.0831	4.54	6.56	1.97
W4194Le	0.141	0.0384	1181.7	0.965	0.744	57.5	191.9	5000.0	1174.0	0.625	0.0348	5.26	7.58	2.28
W4200La	0.0806	0.0579	1377.7	0.980	0.785	97.8	289.5	5000.0	1368.0	0.653	0.0201	5.67	8.18	2.46
W4200Lc	0.0692	0.0533	1333.1	0.981	0.777	97.3	266.7	5000.0	1323.0	0.660	0.0187	5.59	8.06	2.43
W4200Lf	0.112	0.0447	1199.0	0.976	0.764	78.9	223.6	5000.0	1189.0	0.641	0.0241	5.41	7.80	2.35
X4203La	0.0976	0.0512	1277.4	0.978	0.776	87.7	256.1	5000.0	1266.0	0.646	0.0222	5.55	8.00	2.41
X4203Lb	0.077	0.0611	1274.6	0.986	0.801	127.3	305.5	5000.0	1266.0	0.635	0.0142	5.72	8.26	2.49
X4203Lc	0.0836	0.0485	1259.4	0.982	0.770	96.7	242.4	5000.0	1247.0	0.674	0.0178	5.49	7.92	2.38
X4205Lc	0.308	0.0213	1258.2	0.895	0.654	19.6	106.3	5000.0	1249.0	0.680	0.105	4.67	6.73	2.03
X4205Ld	0.175	0.0442	1513.1	0.955	0.738	48.8	220.9	5000.0	1503.0	0.685	0.0446	5.40	7.79	2.34
X4205Lf	0.117	0.0419	1376.4	0.963	0.741	54.1	209.7	5000.0	1364.0	0.674	0.0371	5.35	7.71	2.32
Y4215Lb	0.146	0.0287	1116.7	0.953	0.708	40.8	143.4	5000.0	1108.0	0.650	0.0469	4.97	7.16	2.16
Y4215Le	0.139	0.0274	1108.4	0.957	0.703	41.8	136.9	5000.0	1098.0	0.669	0.0435	4.92	7.10	2.14
Y4215Lf	0.141	0.0268	1103.7	0.956	0.700	41.2	134.0	5000.0	1091.0	0.679	0.0437	4.90	7.07	2.13
D4040La	0.144	0.0391	1292.7	0.965	0.737	55.5	195.4	5000.0	1284.0	0.659	0.0354	5.28	7.61	2.29
D4040Lc	0.146	0.037	1294.9	0.962	0.729	51.5	184.9	5000.0	1285.0	0.675	0.0379	5.22	7.53	2.27
D4040Le	0.269	0.0193	1033.8	0.917	0.659	24.0	96.4	5000.0	1023.0	0.678	0.0827	4.57	6.59	1.98
F4057Lb	0.111	0.0436	1150.0	0.977	0.765	80.7	218.0	5000.0	1141.0	0.630	0.023	5.38	7.77	2.34
F4057Lc	0.182	0.0433	1386.7	0.956	0.744	51.0	216.6	5000.0	1375.0	0.672	0.0439	5.38	7.76	2.34
F4057Lf	0.228	0.032	1266.1	0.941	0.711	37.1	160.2	5000.0	1256.0	0.672	0.0593	5.08	7.32	2.20
J4087Lc	0.200	0.0225	1176.8	0.929	0.669	26.6	112.3	5000.0	1163.0	0.686	0.0714	4.72	6.81	2.05
J4087Ld	0.123	0.036	1098.4	0.968	0.742	59.2	180.0	5000.0	1092.0	0.605	0.0319	5.19	7.49	2.26
J4087Lf	0.144	0.0312	1317.9	0.952	0.704	39.6	156.0	5000.0	1309.0	0.684	0.0483	5.05	7.29	2.19
Q4142La	0.165	0.0203	999.9	0.943	0.670	31.0	101.4	5000.0	989.0	0.676	0.0566	4.62	6.66	2.01
Q4142Lb	0.164	0.015	717.1	0.948	0.658	30.2	74.9	5000.0	703.0	0.649	0.052	4.32	6.23	1.87
Q4142Ld	0.192	0.0153	987.4	0.924	0.630	22.1	76.6	5000.0	976.0	0.685	0.0758	4.34	6.26	1.88
Q4143La	0.154	0.0228	1047.7	0.954	0.682	37.2	113.9	5000.0	1036.0	0.682	0.0461	4.74	6.83	2.06
Q4143Lc	0.136	0.036	1174.8	0.969	0.735	60.1	180.1	5000.0	1166.0	0.668	0.0311	5.19	7.49	2.26
Q4143Ld	0.0856	0.0445	1247.1	0.977	0.759	78.2	222.3	5000.0	1238.0	0.666	0.0234	5.40	7.80	2.35
Q4144La	0.207	0.0328	1208.5	0.947	0.720	40.0	164.2	5000.0	1199.0	0.638	0.0531	5.10	7.36	2.22
Q4144Lb	0.157	0.0389	1233.4	0.963	0.741	55.2	194.3	5000.0	1225.0	0.642	0.0369	5.27	7.60	2.29
Q4144Le	0.157	0.0279	1136.2	0.958	0.703	43.1	139.4	5000.0	1121.0	0.693	0.0423	4.94	7.12	2.14
Q4146La	0.170	0.0329	1115.0	0.961	0.728	51.0	164.3	5000.0	1103.0	0.660	0.039	5.10	7.36	2.22
Q4146Lb	0.103	0.0428	1273.6	0.972	0.751	68.1	213.9	5000.0	1263.0	0.666	0.028	5.37	7.74	2.33
Q4146Le	0.172	0.0377	1226.6	0.962	0.737	54.6	188.5	5000.0	1218.0	0.660	0.0382	5.24	7.56	2.28
R4154La	0.110	0.0299	1006.1	0.967	0.725	52.9	149.6	5000.0	997.0	0.634	0.0333	5.01	7.23	2.18
R4154Lb	0.135	0.0348	1174.6	0.967	0.731	56.0	174.0	5000.0	1165.0	0.654	0.033	5.16	7.44	2.24
R4154Lf	0.128	0.0295	1001.2	0.968	0.724	55.4	147.5	5000.0	987.0	0.675	0.0321	4.99	7.20	2.17
J4088Hc	0.0616	0.105	1586.7	0.991	0.850	226.2	524.5	5000.0	1578.0	0.629	0.00875	6.26	9.03	2.72
J4088Hd	0.0438	0.0872	1375.8	0.992	0.842	207.6	436.1	5000.0	1369.0	0.593	0.00843	6.08	8.77	2.64
J4088He	0.0416	0.0735	1238.7	0.991	0.831	188.5	367.5	5000.0	1226.0	0.617	0.00853	5.91	8.52	2.57
J4089Ha	0.0776	0.0703	1299.5	0.987	0.818	150.0	351.4	5000.0	1292.0	0.614	0.0126	5.86	8.46	2.55
J4089Hb	0.0748	0.068	1299.7	0.987	0.813	141.2	339.8	5000.0	1293.0	0.609	0.0133	5.83	8.41	2.53
J4089Hf	0.181	0.0439	1302.4	0.959	0.753	55.6	219.7	5000.0	1294.0	0.636	0.0408	5.39	7.78	2.34
J4090Ha	0.0716	0.119	1802.7	0.990	0.852	217.9	592.5	5000.0	1795.0	0.649	0.0103	6.38	9.21	2.77
J4090Hb	0.0968	0.087	1648.5	0.985	0.821	145.6	435.1	5000.0	1640.0	0.663	0.0152	6.08	8.77	2.64
J4090Hd	0.0502	0.0845	1553.9	0.990	0.823	173.5	422.3	5000.0	1545.0	0.653	0.0105	6.05	8.72	2.63
K4091Ha	0.174	0.0392	1178.0	0.963	0.747	58.2	196.0	5000.0	1168.0	0.646	0.037	5.28	7.61	2.29
K4091Hd	0.177	0.0306	1039.0	0.959	0.726	47.8	153.1	5000.0	1027.0	0.629	0.0415	5.03	7.26	2.18
K4091He	0.118	0.0237	986.9	0.963	0.695	44.3	118.7	5000.0	970.0	0.682	0.0366	4.78	6.89	2.07
N4123Ha	0.202	0.0171	709.6	0.944	0.678	31.3	85.4	5000.0	703.0	0.578	0.0562	4.45	6.42	1.93
N4123Hb	0.146	0.0162	804.1	0.952	0.658	32.4	80.8	5000.0	794.0	0.662	0.048	4.39	6.34	1.91
N4123Hf	0.155	0.0391	1314.5	0.964	0.736	55.3	195.6	5000.0	1304.0	0.678	0.0364	5.28	7.61	2.29
S4165Lb	0.099	0.0543	1260.6	0.980	0.785	99.1	271.3	5000.0	1253.0	0.625	0.0196	5.60	8.08	2.43
S4165Ld	0.0526	0.0739	1485.8	0.987	0.810	140.9	369.3	5000.0	1475.0	0.654	0.0132	5.91	8.53	2.57
S4165Lf	0.0874	0.0672	1427.9	0.982	0.802	115.6	336.2	5000.0	1416.0	0.651	0.0177	5.82	8.39	2.53
S4167La	0.156	0.0316	1297.8	0.953	0.707	40.8	158.2	5000.0	1286.0	0.684	0.0468	5.06	7.31	2.20
S4167Ld	0.193	0.0289	1130.3	0.949	0.709	39.3	144.7	5000.0	1118.0	0.665	0.0511	4.97	7.18	2.16
S4167Lf	0.162	0.0272	1076.8	0.955	0.705	41.3	136.0	5000.0	1067.0	0.642	0.0445	4.91	7.09	2.13
Soil1Ha	0.0188	0.219	1919.5	0.998	0.926	748.4	1092.9	5000.0	1915.0	0.557	0.00197	7.00	10.1	3.04
Soil1Hb	0.011	0.233	1987.2	0.998	0.930	838.7	1165.2	5000.0	1982.0	0.581	0.00163	7.06	10.2	3.07
Soil1Hc	0.0158	0.219	2010.4	0.998	0.920	717.1	1095.3	5000.0	2005.0	0.595	0.00211	7.00	10.1	3.04
Soil1Hd	0.0206	0.215	1968.6	0.998	0.920	699.2	1073.5	5000.0	1963.0	0.587	0.00221	6.98	10.1	3.03
Soil1He	0.0184	0.211	1937.9	0.998	0.920	681.8	1056.3	5000.0	1934.0	0.559	0.00229	6.96	10.0	3.02
Soil1Hf	0.0146	0.146	1601.1	0.997	0.894	465.9	732.1	5000.0	1594.0	0.581	0.0031	6.60	9.52	2.86
Soil1La	0.0154	0.228	1988.2	0.998	0.927	774.1	1137.7	5000.0	1984.0	0.568	0.00191	7.04	10.2	3.06
Soil1Lb	0.0138	0.231	1976.5	0.998	0.929	814.9	1153.1	5000.0	1972.0	0.569	0.00173	7.05	10.2	3.06
Soil1Lc	0.0152	0.243	2091.1	0.998	0.929	819.2	1214.2	5000.0	2087.0	0.580	0.00184	7.10	10.2	3.08
Soil1Ld	0.0192	0.209	1891.6	0.998	0.922	697.8	1044.2	5000.0	1887.0	0.562	0.00215	6.95	10.0	3.02
Soil1Le	0.014	0.251	2121.6	0.998	0.932	873.0	1255.4	5000.0	2117.0	0.594	0.00167	7.14	10.3	3.10
Soil1Lf	0.0196	0.231	2065.0	0.998	0.924	756.9	1154.7	5000.0	2059.0	0.605	0.00205	7.05	10.2	3.06
Soil2Ha	0.0224	0.213	1977.1	0.998	0.919	678.4	1064.1	5000.0	1972.0	0.590	0.00235	6.97	10.1	3.03
Soil2Hb	0.0324	0.157	1694.8	0.997	0.897	477.5	786.8	5000.0	1689.0	0.586	0.00336	6.67	9.62	2.90
Soil2Hc	0.0098	0.254	2125.1	0.998	0.933	894.4	1267.7	5000.0	2120.0	0.593	0.00158	7.14	10.3	3.10
Soil2Hd	0.0144	0.203	1841.7	0.998	0.921	691.1	1015.8	5000.0	1838.0	0.549	0.0021	6.92	9.99	3.01
Soil2He	0.0142	0.242	2052.4	0.998	0.931	843.6	1207.6	5000.0	2048.0	0.575	0.0017	7.10	10.2	3.08
Soil2Hf	0.02	0.202	1874.1	0.998	0.918	652.7	1008.1	5000.0	1870.0	0.554	0.00236	6.92	9.98	3.00
Soil2La	0.012	0.242	2074.8	0.998	0.930	847.2	1210.1	5000.0	2069.0	0.598	0.00167	7.10	10.2	3.08
Soil2Lb	0.0172	0.192	1816.1	0.998	0.915	631.1	960.4	5000.0	1811.0	0.565	0.00237	6.87	9.91	2.98
Soil2Lc	0.0144	0.223	1968.9	0.998	0.925	760.5	1116.6	5000.0	1965.0	0.560	0.00191	7.02	10.1	3.05
Soil2Ld	0.0132	0.234	2010.2	0.998	0.929	817.8	1170.7	5000.0	2006.0	0.568	0.00174	7.07	10.2	3.07
Soil2Le	0.0132	0.247	2105.8	0.998	0.931	856.3	1237.1	5000.0	2100.0	0.598	0.0017	7.12	10.3	3.09
Soil2Lf	0.0132	0.221	1955.6	0.998	0.925	754.1	1105.1	5000.0	1951.0	0.573	0.00193	7.01	10.1	3.04
P4139Hb	0.117	0.0201	870.6	0.961	0.683	40.6	100.4	5000.0	854.0	0.681	0.0387	4.61	6.65	2.00
P4139Hc	0.0984	0.0372	1113.3	0.977	0.746	73.0	186.2	5000.0	1104.0	0.659	0.0234	5.23	7.54	2.27
P4139He	0.158	0.0218	946.8	0.954	0.686	37.5	108.8	5000.0	931.0	0.663	0.0457	4.69	6.77	2.04
P4140Ha	0.094	0.0537	1142.9	0.982	0.795	108.5	268.4	5000.0	1132.0	0.615	0.0176	5.59	8.07	2.43
P4140Hc	0.089	0.0435	1038.1	0.983	0.776	97.2	217.5	5000.0	1029.0	0.622	0.0174	5.38	7.76	2.34
P4140Hd	0.086	0.0326	935.8	0.977	0.746	71.0	163.0	5000.0	928.0	0.621	0.023	5.09	7.35	2.21
Q4145Ha	0.214	0.0439	1350.4	0.950	0.749	49.1	219.6	5000.0	1342.0	0.646	0.0497	5.39	7.78	2.34
Q4145He	0.118	0.0523	1220.1	0.979	0.784	96.1	261.7	5000.0	1209.0	0.643	0.021	5.57	8.03	2.42
Q4145Hf	0.0826	0.0593	1256.0	0.984	0.799	119.4	296.5	5000.0	1246.0	0.632	0.0155	5.69	8.21	2.47
Q4147Hd	0.129	0.0249	894.9	0.965	0.711	48.6	124.6	5000.0	884.0	0.640	0.0346	4.82	6.96	2.10
Q4147He	0.117	0.029	1010.5	0.969	0.721	55.4	145.2	5000.0	999.0	0.662	0.0305	4.98	7.18	2.16
Q4147Hf	0.121	0.0307	1140.4	0.964	0.716	49.6	153.6	5000.0	1130.0	0.668	0.0361	5.03	7.26	2.19
Q4148Ha	0.076	0.0764	1517.7	0.985	0.812	133.7	382.1	5000.0	1508.0	0.643	0.0152	5.95	8.58	2.58
Q4148Hd	0.158	0.0409	1310.8	0.963	0.742	55.9	204.4	5000.0	1300.0	0.676	0.0374	5.32	7.68	2.31
Q4148Hf	0.0862	0.0591	1366.6	0.983	0.789	107.9	295.7	5000.0	1359.0	0.643	0.0174	5.69	8.21	2.47
Q4149Hb	0.109	0.0438	1216.7	0.973	0.760	71.8	219.0	5000.0	1206.0	0.644	0.0269	5.39	7.78	2.34
Q4149Hc	0.115	0.0556	1313.6	0.976	0.784	87.3	278.1	5000.0	1306.0	0.610	0.0244	5.63	8.12	2.44
Q4149Hf	0.129	0.0353	1142.1	0.966	0.736	55.7	176.4	5000.0	1132.0	0.651	0.034	5.17	7.46	2.25
G4061Ha	0.097	0.0512	1237.5	0.981	0.779	96.0	255.8	5000.0	1230.0	0.626	0.0195	5.54	8.00	2.41
G4061Hb	0.059	0.0944	1441.0	0.991	0.847	218.8	472.1	5000.0	1435.0	0.595	0.00853	6.16	8.88	2.67
T4177Ha	0.156	0.0189	871.2	0.953	0.673	35.0	94.5	5000.0	861.0	0.650	0.0467	4.55	6.56	1.98
T4177Hc	0.169	0.0185	947.0	0.949	0.662	32.2	92.3	5000.0	934.0	0.693	0.0512	4.53	6.53	1.97
T4177Hf	0.215	0.0378	1259.3	0.949	0.735	45.5	189.2	5000.0	1248.0	0.675	0.0512	5.24	7.56	2.28
T4179Ha	0.140	0.038	1017.3	0.972	0.758	69.8	189.8	5000.0	1010.0	0.600	0.0279	5.25	7.57	2.28
T4179Hc	0.147	0.0313	1001.9	0.966	0.732	55.1	156.5	5000.0	991.0	0.644	0.0339	5.05	7.29	2.19
T4179Hd	0.103	0.0446	1152.3	0.974	0.768	75.1	223.2	5000.0	1141.0	0.613	0.0261	5.41	7.80	2.35
W4195Hb	0.0392	0.109	1579.7	0.993	0.856	258.3	545.3	5000.0	1573.0	0.618	0.00705	6.30	9.09	2.74
W4195Hc	0.0744	0.0967	1566.5	0.989	0.841	194.4	483.4	5000.0	1558.0	0.633	0.0107	6.18	8.92	2.68
W4195He	0.0368	0.124	1656.3	0.994	0.868	308.4	618.9	5000.0	1647.0	0.632	0.00575	6.43	9.27	2.79
W4196Ha	0.0746	0.0657	1292.1	0.986	0.810	134.5	328.4	5000.0	1283.0	0.613	0.0138	5.79	8.36	2.52
W4196Hb	0.0796	0.0436	1185.3	0.980	0.762	85.0	218.1	5000.0	1175.0	0.661	0.0204	5.38	7.77	2.34
W4196Hc	0.0894	0.0693	1496.7	0.982	0.801	115.6	346.5	5000.0	1488.0	0.651	0.0178	5.85	8.44	2.54
W4197Ha	0.0552	0.085	1490.0	0.990	0.829	184.1	424.9	5000.0	1480.0	0.650	0.00981	6.05	8.73	2.63
W4197Hb	0.085	0.0711	1313.2	0.987	0.819	149.9	355.5	5000.0	1304.0	0.622	0.0129	5.87	8.47	2.55
W4197Hc	0.151	0.0456	1162.4	0.971	0.770	73.8	227.9	5000.0	1155.0	0.606	0.0291	5.43	7.83	2.36
X4204Ha	0.140	0.0473	1235.4	0.973	0.769	77.6	236.5	5000.0	1225.0	0.647	0.0269	5.47	7.89	2.37
X4204Hc	0.129	0.0315	980.8	0.970	0.736	60.0	157.5	5000.0	969.0	0.640	0.0296	5.06	7.30	2.20
X4204He	0.0866	0.0825	1498.7	0.987	0.824	160.1	412.3	5000.0	1490.0	0.634	0.0127	6.02	8.69	2.62
Y4211Ha	0.175	0.027	952.3	0.959	0.716	46.4	135.0	5000.0	943.0	0.629	0.0409	4.91	7.08	2.13
Y4211Hc	0.195	0.0291	1067.5	0.952	0.715	42.3	145.7	5000.0	1058.0	0.637	0.0479	4.98	7.19	2.16
Y4211Hf	0.109	0.0385	1086.6	0.973	0.753	68.2	192.3	5000.0	1076.0	0.623	0.0272	5.26	7.59	2.28
A4002Hc	0.141	0.0457	1232.6	0.971	0.764	72.2	228.7	5000.0	1226.0	0.628	0.0289	5.43	7.84	2.36
A4002Hd	0.125	0.0448	1142.4	0.976	0.769	80.6	224.1	5000.0	1134.0	0.621	0.0245	5.41	7.81	2.35
A4002Hf	0.145	0.047	1235.0	0.971	0.768	73.9	234.8	5000.0	1224.0	0.643	0.0287	5.46	7.88	2.37
A4010Hb	0.0842	0.0697	1168.8	0.987	0.829	155.4	348.7	5000.0	1162.0	0.560	0.0126	5.85	8.45	2.54
A4010Hd	0.0574	0.0848	1458.4	0.991	0.831	191.0	424.2	5000.0	1449.0	0.640	0.00935	6.05	8.73	2.63
A4010He	0.0792	0.0644	1278.9	0.985	0.808	126.5	322.0	5000.0	1267.0	0.626	0.0154	5.77	8.33	2.51
B4020Ha	0.100	0.0424	1213.1	0.977	0.755	78.3	212.0	5000.0	1204.0	0.648	0.0225	5.36	7.73	2.33
B4020Hb	0.201	0.0166	858.6	0.936	0.655	27.2	83.1	5000.0	849.0	0.651	0.0638	4.42	6.38	1.92
B4020Hd	0.154	0.027	1028.9	0.953	0.708	40.2	134.8	5000.0	1019.0	0.628	0.0467	4.90	7.07	2.13
C4021Ha	0.0828	0.052	1280.8	0.979	0.778	92.1	260.0	5000.0	1267.0	0.655	0.0206	5.56	8.02	2.42
C4021Hc	0.140	0.0212	940.1	0.951	0.682	34.9	105.9	5000.0	929.0	0.640	0.049	4.66	6.73	2.02
C4021Hf	0.188	0.0221	938.7	0.949	0.688	35.6	110.3	5000.0	927.0	0.640	0.0511	4.70	6.78	2.04
C4022Hb	0.104	0.0533	1194.6	0.980	0.789	99.0	266.4	5000.0	1185.0	0.616	0.0199	5.59	8.06	2.43
C4022Hd	0.123	0.0505	1242.5	0.977	0.777	88.3	252.4	5000.0	1233.0	0.640	0.0229	5.53	7.98	2.40
C4022Hf	0.127	0.0376	1235.0	0.965	0.737	55.9	188.1	5000.0	1225.0	0.655	0.0346	5.24	7.56	2.27
C4027Ha	0.126	0.0383	1177.3	0.970	0.744	62.4	191.4	5000.0	1167.0	0.652	0.0305	5.25	7.58	2.28
C4027Hb	0.183	0.0211	871.3	0.952	0.689	36.8	105.4	5000.0	860.0	0.646	0.0484	4.66	6.72	2.02
C4027Hc	0.190	0.0223	1006.8	0.940	0.683	31.5	111.7	5000.0	994.0	0.645	0.0595	4.72	6.80	2.05
E4044Hc	0.102	0.0719	1437.8	0.982	0.810	122.7	359.7	5000.0	1430.0	0.625	0.0177	5.89	8.49	2.56
E4044Hd	0.0954	0.0394	1094.6	0.978	0.756	78.6	197.1	5000.0	1086.0	0.636	0.0219	5.28	7.62	2.29
E4044He	0.0708	0.0427	1067.5	0.983	0.770	93.8	213.3	5000.0	1059.0	0.621	0.0173	5.36	7.74	2.33
G4065Hb	0.138	0.0565	1380.1	0.973	0.781	83.8	282.7	5000.0	1370.0	0.653	0.0266	5.64	8.14	2.45
G4065Hd	0.108	0.0432	1229.0	0.972	0.757	70.4	216.0	5000.0	1218.0	0.654	0.0277	5.38	7.75	2.33
G4065He	0.159	0.0495	1302.8	0.968	0.769	70.4	247.3	5000.0	1294.0	0.640	0.032	5.51	7.95	2.39
H4079Ha	0.0964	0.0684	1339.1	0.985	0.811	131.7	342.0	5000.0	1329.0	0.625	0.0155	5.83	8.42	2.53
H4079Hb	0.106	0.0547	1353.9	0.978	0.779	92.3	273.4	5000.0	1342.0	0.672	0.0219	5.61	8.09	2.44
H4079Hc	0.0798	0.0882	1539.8	0.988	0.830	168.5	440.9	5000.0	1532.0	0.630	0.0123	6.09	8.78	2.64
L4101Ha	0.139	0.029	1057.2	0.964	0.716	49.3	145.2	5000.0	1048.0	0.650	0.0364	4.98	7.18	2.16
L4101Hd	0.189	0.0249	1048.8	0.950	0.695	38.0	124.6	5000.0	1039.0	0.661	0.0496	4.83	6.96	2.10
L4101Hf	0.119	0.0335	1168.1	0.966	0.726	54.0	167.3	5000.0	1159.0	0.666	0.0339	5.12	7.39	2.22
L4103Ha	0.180	0.0189	1074.9	0.932	0.652	25.8	94.3	5000.0	1064.0	0.685	0.0682	4.55	6.56	1.97
L4103Hb	0.158	0.0396	1341.3	0.959	0.735	50.8	198.0	5000.0	1331.0	0.679	0.0413	5.29	7.63	2.30
L4103Hd	0.173	0.0215	1090.8	0.947	0.670	32.8	107.6	5000.0	1077.0	0.702	0.0529	4.68	6.75	2.03
L4108Hc	0.102	0.0324	928.6	0.975	0.746	68.2	161.8	5000.0	918.0	0.620	0.0246	5.09	7.34	2.21
L4108He	0.150	0.026	910.5	0.962	0.715	46.5	129.9	5000.0	901.0	0.619	0.0385	4.87	7.02	2.11
L4108Hf	0.114	0.0262	937.8	0.965	0.714	48.6	131.0	5000.0	925.0	0.650	0.0353	4.88	7.03	2.12
L4110Ha	0.0716	0.109	1549.3	0.992	0.858	246.3	544.7	5000.0	1540.0	0.615	0.00837	6.30	9.09	2.74
L4110Hd	0.1	0.0704	1458.8	0.983	0.806	122.6	352.1	5000.0	1450.0	0.652	0.0171	5.86	8.46	2.55
L4110He	0.039	0.0958	1437.6	0.993	0.849	240.4	478.9	5000.0	1431.0	0.603	0.00699	6.17	8.90	2.68
X4210Ha	0.0458	0.0848	1497.3	0.990	0.828	183.0	424.0	5000.0	1489.0	0.642	0.00978	6.05	8.73	2.63
X4210Hc	0.064	0.0862	1615.7	0.987	0.822	152.4	431.2	5000.0	1607.0	0.649	0.0135	6.07	8.75	2.63
X4210Hf	0.0912	0.0787	1525.8	0.984	0.816	132.3	393.5	5000.0	1518.0	0.631	0.0165	5.97	8.62	2.59
Y4216Ha	0.162	0.0366	1323.1	0.955	0.725	45.9	182.8	5000.0	1314.0	0.668	0.0445	5.21	7.51	2.26
Y4216Hd	0.225	0.0308	1333.0	0.936	0.701	33.0	153.8	5000.0	1324.0	0.671	0.0638	5.04	7.26	2.19
Y4216He	0.219	0.0418	1414.4	0.947	0.737	45.1	209.0	5000.0	1402.0	0.689	0.0529	5.34	7.71	2.32
A50LnCp7r1	0.129	0.025	773.2	0.969	0.727	53.4	124.8	5000.0	765.0	0.586	0.0313	4.83	6.96	2.10
A50LnCp7r2	0.116	0.035	948.4	0.976	0.754	72.8	175.0	5000.0	940.0	0.613	0.0243	5.16	7.45	2.24
A50LnCp7r3	0.138	0.0302	866.6	0.970	0.743	61.2	151.0	5000.0	857.0	0.607	0.0295	5.02	7.24	2.18
A50LnCp7r4	0.101	0.029	830.2	0.975	0.742	64.4	145.2	5000.0	822.0	0.595	0.0254	4.98	7.18	2.16
A50LnCp7r5	0.125	0.0466	1045.4	0.977	0.785	89.2	233.2	5000.0	1038.0	0.583	0.0227	5.45	7.87	2.37
A50LnCp7r6	0.1	0.0356	899.9	0.979	0.763	79.3	177.9	5000.0	891.0	0.601	0.0214	5.18	7.48	2.25
A50LnCp7r7	0.111	0.0306	815.2	0.976	0.752	69.3	153.0	5000.0	806.0	0.580	0.024	5.03	7.26	2.18
A50LnCp7r8	0.095	0.0376	890.4	0.980	0.772	85.5	188.1	5000.0	884.0	0.559	0.0197	5.24	7.56	2.27
A50LnCp7r9	0.0986	0.0431	987.7	0.982	0.780	96.3	215.6	5000.0	982.0	0.573	0.0181	5.37	7.75	2.33
A50LnCp7r10	0.117	0.0287	836.0	0.972	0.740	60.1	143.6	5000.0	826.0	0.590	0.0283	4.97	7.17	2.16
A50LnCp7r11	0.0898	0.032	939.5	0.975	0.743	66.4	160.1	5000.0	925.0	0.622	0.0252	5.08	7.32	2.20
A50LnCp7r12	0.101	0.0388	892.8	0.981	0.776	89.4	194.1	5000.0	886.0	0.572	0.0192	5.27	7.60	2.29
A50LnCp7r13	0.115	0.0246	830.3	0.966	0.717	49.1	123.2	5000.0	820.0	0.608	0.0343	4.81	6.94	2.09
A50LnCp7r14	0.132	0.0354	914.3	0.973	0.760	70.3	176.9	5000.0	907.0	0.594	0.0269	5.18	7.47	2.25
A50LnCp7r15	0.155	0.0215	744.9	0.962	0.708	44.5	107.4	5000.0	737.0	0.599	0.0383	4.68	6.75	2.03
A56LnCp7r1	0.125	0.0366	957.4	0.976	0.760	76.6	182.8	5000.0	950.0	0.615	0.0237	5.21	7.51	2.26
A56LnCp7r2	0.208	0.0218	819.5	0.945	0.700	35.1	109.1	5000.0	813.0	0.582	0.055	4.69	6.77	2.04
A56LnCp7r3	0.210	0.0221	821.5	0.945	0.702	35.3	110.3	5000.0	812.0	0.590	0.0554	4.70	6.79	2.04
A56LnCp7r4	0.236	0.0186	804.8	0.933	0.679	28.8	93.2	5000.0	795.0	0.612	0.0669	4.54	6.54	1.97
A56LnCp7r5	0.167	0.0301	867.7	0.964	0.742	54.2	150.6	5000.0	862.0	0.568	0.0364	5.01	7.23	2.18
A56LnCp7r6	0.175	0.0217	759.8	0.958	0.708	42.9	108.6	5000.0	748.0	0.617	0.0419	4.69	6.76	2.04
A56LnCp7r7	0.189	0.0217	777.8	0.954	0.705	39.9	108.5	5000.0	769.0	0.600	0.0464	4.69	6.76	2.04
A56LnCp7r8	0.223	0.0156	674.0	0.937	0.671	28.7	78.2	5000.0	664.0	0.624	0.0628	4.36	6.29	1.89
A56LnCp7r9	0.178	0.0254	852.9	0.958	0.719	45.7	127.2	5000.0	843.0	0.622	0.0418	4.85	6.99	2.10
A56LnCp7r10	0.167	0.0222	742.1	0.960	0.714	44.1	111.2	5000.0	733.0	0.593	0.0404	4.71	6.80	2.05
A56LnCp7r11	0.147	0.0281	764.3	0.969	0.746	59.4	140.7	5000.0	757.0	0.558	0.0307	4.95	7.14	2.15
A56LnCp7r12	0.164	0.0248	784.4	0.962	0.724	48.4	123.8	5000.0	777.0	0.569	0.0375	4.82	6.95	2.09
A56LnCp7r13	0.116	0.0337	911.3	0.975	0.754	70.1	168.6	5000.0	902.0	0.598	0.0249	5.13	7.40	2.23
A56LnCp7r14	0.177	0.0238	799.5	0.959	0.716	45.4	118.9	5000.0	789.0	0.614	0.041	4.78	6.89	2.08
A56LnCp7r15	0.177	0.0242	862.9	0.957	0.711	42.8	120.9	5000.0	852.0	0.614	0.0433	4.79	6.92	2.08
