OTU ID	Phylum	Class	Order	Family	Genus
OTU_4943	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatiglans
OTU_4971	Acidobacteria	Endomicrobia	Clostridiales	Thermoanaerobacteraceae	Candidatus_Endomicrobium
OTU_4966	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio
OTU_4976	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera
OTU_4973	Parcubacteria	Gammaproteobacteria	Lactobacillales	Carnobacteriaceae	Parcubacteria_genera_incertae_sedis
OTU_4949	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Desulfosporosinus
OTU_4972	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
OTU_4974	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
OTU_4938	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
OTU_4975	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III
OTU_4979	Firmicutes	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
OTU_4982	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Methylobacteriaceae	Parcubacteria_genera_incertae_sedis
OTU_4977	Proteobacteria	Betaproteobacteria	Sulfuricellales	Sulfuricellaceae	Sulfuricella
OTU_4995	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Saccharibacteria_genera_incertae_sedis
OTU_4980	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_5001	Proteobacteria	Alphaproteobacteria	Lactobacillales	Rhodobacteraceae	Leuconostoc
OTU_4981	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
OTU_4994	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Hydrotalea
OTU_4989	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
OTU_4959	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Microbispora
OTU_4988	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena
OTU_4992	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Cyclobacterium
OTU_4986	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatiglans
OTU_4996	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
OTU_4991	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_4985	Acidobacteria	Acidobacteria_Gp3	Xanthomonadales	Xanthomonadaceae	Gp3
OTU_5010	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thermogutta
OTU_4999	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes
OTU_4997	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Gp7
OTU_5008	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis
OTU_5004	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
OTU_5006	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Oceanibaculum
OTU_5012	Proteobacteria	Actinobacteria	Actinomycetales	Desulfovibrionaceae	Clostridium_sensu_stricto
OTU_5009	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Novispirillum
OTU_5007	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
OTU_5021	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis
OTU_5022	Verrucomicrobia	Subdivision5	Sphingobacteriales	Sphingobacteriaceae	Subdivision5_genera_incertae_sedis
OTU_5017	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudomonas
OTU_5019	Proteobacteria	Actinobacteria	Actinomycetales	Neisseriaceae	Gulbenkiania
OTU_5016	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Oxobacter
OTU_5027	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis
OTU_5020	Cyanobacteria	Cyanobacteria	Xanthomonadales	Family_I	GpI
OTU_5013	Latescibacteria	Unassigned	Unassigned	Unassigned	Latescibacteria_genera_incertae_sedis
OTU_5025	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Granulicella
OTU_5038	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Parcubacteria_genera_incertae_sedis
OTU_5030	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Brevifollis
OTU_5042	candidate_division_WPS-1	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	WPS-1_genera_incertae_sedis
OTU_5033	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter
OTU_5005	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Cystobacter
OTU_5026	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_5014	Cyanobacteria	Cyanobacteria	Clostridiales	Family_I	GpI
OTU_5045	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Lacibacter
OTU_5039	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Atopobium
OTU_5024	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio
OTU_5035	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
OTU_5037	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
OTU_5044	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga
OTU_5051	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
OTU_5043	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
OTU_5048	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter
OTU_5050	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bacteroides
OTU_5053	Verrucomicrobia	Subdivision5	Desulfovibrionales	Desulfohalobiaceae	Subdivision5_genera_incertae_sedis
OTU_5059	Proteobacteria	Actinobacteria	Actinomycetales	Dictyoglomaceae	Dictyoglomus
OTU_5060	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium
OTU_5056	Acidobacteria	Acidobacteria_Gp7	Desulfuromonadales	Desulfuromonadaceae	Gp7
OTU_5041	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Owenweeksia
OTU_5061	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Nitrospiraceae	Thermodesulfovibrio
OTU_5023	Proteobacteria	Gammaproteobacteria	Clostridiales	Clostridiaceae_1	Acinetobacter
OTU_5067	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula
OTU_5055	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Thermomonospora
OTU_5070	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula
OTU_5064	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Brooklawnia
OTU_5066	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10
OTU_5063	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_5065	Cyanobacteria	Cyanobacteria	Xanthomonadales	Family_IV	GpIV
OTU_5068	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bacteroides
OTU_5054	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella
OTU_5090	Parcubacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Parcubacteria_genera_incertae_sedis
OTU_5082	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania
OTU_5079	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodocytophaga
OTU_5072	Parcubacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Parcubacteria_genera_incertae_sedis
OTU_5074	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter
OTU_5083	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
OTU_5076	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_5073	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU_5069	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces
OTU_5075	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
OTU_5085	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_5089	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia
OTU_5093	Proteobacteria	Deltaproteobacteria	Lactobacillales	Desulfuromonadaceae	Desulfuromusa
OTU_5092	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena
OTU_5086	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
OTU_5087	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anoxybacter
OTU_5097	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Singulisphaera
OTU_5088	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
OTU_5096	Acidobacteria	Acidobacteria_Gp7	Syntrophobacterales	Syntrophobacteraceae	Gp7
OTU_5095	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia
OTU_5098	Chloroflexi	Actinobacteria	Ardenticatenales	Ardenticatenaceae	Ardenticatena
OTU_5099	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
OTU_5084	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_5101	Actinobacteria	Actinobacteria	Actinomycetales	Acidimicrobineae_incertae_sedis	Aciditerrimonas
OTU_5106	Firmicutes	Clostridia	Selenomonadales	Veillonellaceae	BRC1_genera_incertae_sedis
OTU_5113	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis
OTU_5103	Acidobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Gp10
OTU_5111	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Parcubacteria_genera_incertae_sedis
OTU_5110	Proteobacteria	Clostridia	Clostridiales	Desulfobacteraceae	Candidatus_Endomicrobium
OTU_5081	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
OTU_5105	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
OTU_5109	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes
OTU_5120	Proteobacteria	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus
OTU_5133	Parcubacteria	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Parcubacteria_genera_incertae_sedis
OTU_5115	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
OTU_5100	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis
OTU_5124	Proteobacteria	Alphaproteobacteria	Clostridiales	Clostridiaceae_1	Lactobacillus
OTU_5116	Proteobacteria	Acidobacteria_Gp10	Xanthomonadales	Xanthomonadaceae	Gp10
OTU_5102	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Sinosporangium
OTU_5125	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_5117	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
OTU_5129	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Phycisphaera
OTU_5122	Cyanobacteria	Cyanobacteria	Actinomycetales	Family_XIII	GpXIII
OTU_5118	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Taonella
OTU_5131	Proteobacteria	Bacilli	Clostridiales	Rhodospirillaceae	Parcubacteria_genera_incertae_sedis
OTU_5121	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Gordonibacter
OTU_5132	Actinobacteria	Actinobacteria	Actinomycetales	Gaiellaceae	Gaiella
OTU_5130	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_5139	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera
OTU_5134	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Parcubacteria_genera_incertae_sedis
OTU_5136	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Syntrophaceae	Dissulfuribacter
OTU_5137	Acidobacteria	Acidobacteria_Gp22	Actinomycetales	Mycobacteriaceae	Gp22
OTU_5135	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
OTU_5142	Proteobacteria	Deltaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
OTU_5144	Armatimonadetes	Unassigned	Unassigned	Unassigned	Armatimonadetes_gp5
OTU_5127	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea
OTU_5128	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia
OTU_5146	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula
OTU_5143	Proteobacteria	Deltaproteobacteria	Myxococcales	Rhodospirillaceae	Corallococcus
OTU_5140	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
OTU_5153	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
OTU_5145	Proteobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
OTU_5150	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
OTU_5148	Acidobacteria	Acidobacteria_Gp7	Bacillales	Bacillaceae_1	Gp7
OTU_5152	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus
OTU_5173	Parcubacteria	Bacilli	Lactobacillales	Lactobacillaceae	Parcubacteria_genera_incertae_sedis
OTU_5174	Proteobacteria	Actinobacteria	Actinomycetales	Aquificales_incertae_sedis	Thermosulfidibacter
OTU_5163	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
OTU_5158	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea
OTU_5164	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Caulobacter
OTU_5159	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	Marininema
OTU_5172	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
OTU_5167	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_5175	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus
OTU_5169	Proteobacteria	Gammaproteobacteria	Chromatiales	Coxiellaceae	Coxiella
OTU_5170	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Nitrospinaceae	Gp22
OTU_5171	Proteobacteria	Gammaproteobacteria	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
OTU_5181	Proteobacteria	Deltaproteobacteria	Actinomycetales	Cystobacteraceae	Armatimonadetes_gp4
OTU_5165	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
OTU_5168	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
OTU_5186	candidate_division_WPS-1	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	WPS-1_genera_incertae_sedis
OTU_5178	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Desulfosporosinus
OTU_5183	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes
OTU_5185	Cyanobacteria	Cyanobacteria	Unassigned	Family_XII	GpXII
OTU_5157	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Cellvibrio
OTU_5179	Acidobacteria	Acidobacteria_Gp3	Rubrobacterales	Rubrobacteraceae	Gp3
OTU_5187	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter
OTU_5190	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudobacteroides
OTU_5182	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_5177	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Thermolithobacter
OTU_5194	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Lawsonia
OTU_5166	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus
OTU_5192	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Geminicoccus
OTU_5200	Proteobacteria	Betaproteobacteria	Spirochaetales	Neisseriaceae	Parcubacteria_genera_incertae_sedis
OTU_5188	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Pseudochrobactrum
OTU_5195	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
OTU_5197	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Gracilibacter
OTU_5193	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
OTU_5191	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Oceanibacterium
OTU_5209	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Armatimonadetes_gp5
OTU_5213	Verrucomicrobia	Subdivision3	Desulfovibrionales	Desulfovibrionaceae	Subdivision3_genera_incertae_sedis
OTU_5216	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Telmatocola
OTU_5198	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
OTU_5189	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix
OTU_5206	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Lutispora
OTU_5210	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter
OTU_5227	Parcubacteria	Deltaproteobacteria	Myxococcales	Acetobacteraceae	Parcubacteria_genera_incertae_sedis
OTU_5219	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Mesorhizobium
OTU_5217	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XVIII	Symbiobacterium
OTU_5215	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
OTU_5218	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba
OTU_5199	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Halobacillus
OTU_5221	Acidobacteria	Endomicrobia	Selenomonadales	Veillonellaceae	Candidatus_Endomicrobium
OTU_5223	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
OTU_5222	Latescibacteria	Deltaproteobacteria	Lactobacillales	Lactobacillaceae	Latescibacteria_genera_incertae_sedis
OTU_5225	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Lacibacterium
OTU_5232	Parcubacteria	Acidobacteria_Gp2	Flavobacteriales	Geobacteraceae	Parcubacteria_genera_incertae_sedis
OTU_5226	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium
OTU_5229	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Brevinemataceae	Brevinema
OTU_5224	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodopila
OTU_5228	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_5233	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
OTU_5236	Proteobacteria	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
OTU_5249	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Parcubacteria_genera_incertae_sedis
OTU_5237	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonatronobacter
OTU_5248	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Telmatocola
OTU_5241	Proteobacteria	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter
OTU_5243	Bacteroidetes	Cytophagia	Cytophagales	Sphingobacteriaceae	Pedobacter
OTU_5244	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus
OTU_5240	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
OTU_5238	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia
OTU_5242	Acidobacteria	Acidobacteria_Gp3	Holophagales	Holophagaceae	Gp3
OTU_5235	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioprofundum
OTU_5245	Bacteroidetes	Cytophagia	Cytophagales	Sphingobacteriaceae	Pedobacter
OTU_5250	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_5252	Proteobacteria	Deltaproteobacteria	Clostridiales	Nannocystaceae	Nannocystis
OTU_5253	Actinobacteria	Actinobacteria	Actinomycetales	Dictyoglomaceae	Dictyoglomus
OTU_5251	Proteobacteria	Deltaproteobacteria	Caldilineales	Caldilineaceae	Litorilinea
OTU_5230	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
OTU_5258	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vitreoscilla
OTU_5254	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa
OTU_5234	Acidobacteria	Acidobacteria_Gp18	Unassigned	Unassigned	Gp18
OTU_5260	Chloroflexi	Actinobacteria	Solirubrobacterales	Dehalococcoidaceae	Dehalococcoides
OTU_5256	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_5257	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_5255	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
OTU_5266	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
OTU_5263	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter
OTU_5265	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_5264	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Camelimonas
OTU_5261	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea
OTU_5267	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella
OTU_5246	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_5268	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter
OTU_5273	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera
OTU_5271	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter
OTU_5269	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium
OTU_5270	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Mucinivorans
OTU_5282	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gp7
OTU_5277	Chloroflexi	Dehalococcoidetes	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas
OTU_5287	Proteobacteria	Deinococci	Thermales	Thermaceae	Saccharibacteria_genera_incertae_sedis
OTU_5280	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfocarbo
OTU_5275	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Beggiatoa
OTU_5278	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_5279	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_5295	Proteobacteria	Clostridia	Clostridiales	Acetobacteraceae	Parcubacteria_genera_incertae_sedis
OTU_5284	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
OTU_5294	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alteromonadaceae	Saccharibacteria_genera_incertae_sedis
OTU_5291	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
OTU_5298	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Caldithrix
OTU_5293	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Oceanibaculum
OTU_5290	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix
OTU_5305	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Flavobacterium
OTU_5288	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Reyranella
OTU_5297	Actinobacteria	Actinobacteria	Actinomycetales	Nitrospiraceae	Thermodesulfovibrio
OTU_5300	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter
OTU_5301	Cyanobacteria	Cyanobacteria	Unassigned	Family_I	GpI
OTU_5299	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
OTU_5302	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes
OTU_5312	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gemmata
OTU_5303	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Gemmatimonas
OTU_5274	Chloroflexi	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Dehalococcoides
OTU_5307	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
OTU_5311	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Acetobacteroides
OTU_5309	candidate_division_WPS-1	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	WPS-1_genera_incertae_sedis
OTU_5306	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus
OTU_5308	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1
