Supplementary Table 6b: Differential abundance of OTUs between indica and japonica in Field II.														
OTUID	logFC	logCPM	P value	FDR	level	Phylum	Class	Order	Family	Genus	Indica	Japonica	Indica_Soil	Japonica_Soil
OTU_575	0.357	10.508	0.001290942	0.003604613	Enriched	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Solirubrobacter	0.044	0.034	Depleted	Depleted
OTU_578	-0.002	9.661	0.369305212	0.480222819	NotSig	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Armatimonadetes_gp5	0.018	0.018	Depleted	Depleted
OTU_58	-0.155	15.948	0.039162974	0.069724735	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	0.242	0.269	Enriched	Enriched
OTU_583	0.235	10.207	0.079659365	0.131957469	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0.022	0.018	Depleted	Depleted
OTU_584	0.24	9.55	0.190084081	0.275368953	NotSig	Proteobacteria	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.013	0.011	Depleted	Depleted
OTU_586	-0.108	12.078	0.90491448	0.931817343	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	0.045	0.048	Enriched	Enriched
OTU_587	0.316	10.847	0.003414785	0.008077323	Enriched	Proteobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Ardenticatena	0.031	0.025	Depleted	Depleted
OTU_5886	0.378	14.642	0.018553285	0.036437121	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	0.06	0.046	Depleted	Depleted
OTU_59	0.763	10.847	0.748986734	0.822374483	NotSig	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	0.012	0.007	Enriched	Enriched
OTU_595	0.423	11.18	0.252177693	0.351940297	NotSig	Acidobacteria	Acidobacteria_Gp2	Unassigned	Unassigned	Gp2	0.014	0.011	Depleted	Depleted
OTU_5963	0.075	14.76	0.958718044	0.971466954	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	0.096	0.091	Enriched	NotSig
OTU_6	-0.101	16.816	0.836345845	0.891609659	NotSig	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	1.152	1.236	Enriched	Enriched
OTU_60	-0.862	14.659	1.92504E-05	8.52836E-05	Depleted	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	0.15	0.273	NotSig	NotSig
OTU_608	0.622	15.954	0.444778371	0.557436051	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.157	0.102	NotSig	Depleted
OTU_61	0.603	13.177	3.83454E-08	4.05823E-07	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.313	0.206	Enriched	NotSig
OTU_612	0.501	10.698	7.13407E-07	5.12845E-06	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.057	0.04	Depleted	Depleted
OTU_6184	-0.209	14.026	0.029597291	0.054476174	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	0.339	0.392	Enriched	Enriched
OTU_62	-0.248	14.592	0.033150888	0.060145183	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	0.506	0.601	Depleted	Depleted
OTU_620	0.633	11.101	9.00703E-11	5.71946E-09	Enriched	Acidobacteria	Acidobacteria_Gp7	Unassigned	Unassigned	Gp7	0.075	0.048	Depleted	Depleted
OTU_628	0.723	13.741	3.38405E-05	0.000144868	Enriched	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chromobacterium	0.243	0.147	Enriched	Enriched
OTU_63	0.653	13.155	6.08092E-06	3.26314E-05	Enriched	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0.269	0.171	Enriched	Enriched
OTU_637	0.395	10.976	0.000946637	0.002839911	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	0.054	0.041	Depleted	Depleted
OTU_649	-0.039	12.303	0.043912628	0.077100053	NotSig	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Alkanibacter	0.034	0.035	Depleted	Depleted
OTU_65	0.127	9.946	0.016332422	0.03360193	NotSig	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Natronoflexus	0.003	0.003	Enriched	Enriched
OTU_66	0.536	13.899	1.25511E-07	1.13857E-06	Enriched	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	0.243	0.168	NotSig	Depleted
OTU_669	0.427	11.584	2.19091E-06	1.36842E-05	Enriched	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	0.088	0.066	Depleted	Depleted
OTU_67	-0.398	15.236	0.551507954	0.652704507	NotSig	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0.272	0.358	NotSig	NotSig
OTU_675	0.789	10.519	1.17107E-09	2.78862E-08	Enriched	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	0.036	0.021	Depleted	Depleted
OTU_679	0.317	11.287	0.002387695	0.006064745	Enriched	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	0.064	0.051	Depleted	Depleted
OTU_68	0.388	12.453	0.003515988	0.008218352	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Mangroviflexus	0.099	0.076	Enriched	Enriched
OTU_69	0.321	13.978	0.98324131	0.988429918	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.063	0.05	Enriched	Enriched
OTU_7	0.42	17.581	0.000155068	0.000562676	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	7.661	5.725	Enriched	Enriched
OTU_70	-0.845	15.998	0.008786684	0.019021174	Depleted	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.153	0.274	Enriched	Enriched
OTU_701	-0.015	12.496	0.37388441	0.484523674	NotSig	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	0.078	0.079	NotSig	Depleted
OTU_703	1.06	11.969	0.779111289	0.845701997	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.012	0.005	Enriched	Enriched
OTU_71	0.194	13.797	0.049340119	0.085838289	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	0.282	0.247	NotSig	Enriched
OTU_712	0.657	10.62	2.29534E-06	1.41052E-05	Enriched	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	0.032	0.02	Depleted	Depleted
OTU_715	0.502	12.667	0.041201812	0.072816818	NotSig	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	0.097	0.068	Enriched	Enriched
OTU_716	0.347	10.249	0.003434452	0.008077323	Enriched	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.035	0.027	Depleted	Depleted
OTU_72	-0.087	16.249	0.803685259	0.862166607	NotSig	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquitalea	0.252	0.267	Enriched	NotSig
OTU_722	0.477	9.52	0.000655985	0.002015567	Enriched	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	0.013	0.009	Depleted	Depleted
OTU_73	0.456	13.659	0.058355363	0.100150421	NotSig	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	0.24	0.175	Enriched	Enriched
OTU_730	0.431	10.519	0.000343095	0.001126889	Enriched	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	0.037	0.027	Depleted	Depleted
OTU_75	-1.634	16.32	4.86471E-09	7.12867E-08	Depleted	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	0.308	0.957	Enriched	Enriched
OTU_755	0.227	11.976	0.066397133	0.112432478	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Dactylosporangium	0.061	0.052	Depleted	Depleted
OTU_777	0.31	10.772	0.008399455	0.018286813	Enriched	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	0.04	0.032	Depleted	Depleted
OTU_78	0.465	15.554	0.026706305	0.050123656	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.601	0.435	NotSig	Enriched
OTU_786	0.596	11.733	9.53811E-08	9.08505E-07	Enriched	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Dissulfuribacter	0.093	0.062	Depleted	Depleted
OTU_791	0.376	10.508	0.003717003	0.008635232	Enriched	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	0.025	0.019	Depleted	Depleted
OTU_8	0.776	11.548	6.50913E-07	4.76919E-06	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	0.059	0.034	Enriched	Enriched
OTU_80	1.065	13.57	1.91684E-08	2.35585E-07	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.281	0.134	Enriched	Enriched
OTU_800	0.772	10.226	1.69496E-05	7.68783E-05	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfuriferula	0.017	0.01	Depleted	Depleted
OTU_807	0.56	9.881	0.000575655	0.001797744	Enriched	Proteobacteria	Deltaproteobacteria	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0.019	0.013	Depleted	Depleted
OTU_81	0.918	14.098	7.15865E-14	1.36372E-11	Enriched	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Sulfuritalea	0.632	0.335	Enriched	Enriched
OTU_82	-0.112	14.862	0.761585504	0.833804819	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	0.428	0.463	Enriched	Enriched
OTU_824	-0.065	9.799	0.847015505	0.896424743	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Streptomyces	0.021	0.022	Depleted	Depleted
OTU_83	-1.134	12.6	0.551629531	0.652704507	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	0.009	0.019	Enriched	Enriched
OTU_837	0.535	13.332	0.001855831	0.004952525	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus	0.046	0.032	Depleted	Depleted
OTU_84	-0.03	14.23	0.382873076	0.494490312	NotSig	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Chondromyces	0.075	0.076	Enriched	Enriched
OTU_841	0.666	9.328	0.001217234	0.003513381	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	0.014	0.009	Depleted	Depleted
OTU_85	0.062	14.896	0.105171736	0.16696013	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.4	0.383	NotSig	NotSig
OTU_853	0.396	13.73	0.805593995	0.862166607	NotSig	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	0.056	0.043	Depleted	Depleted
OTU_86	-0.536	16.438	0.008935276	0.01923356	Depleted	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	0.126	0.182	Enriched	Enriched
OTU_861	0.555	14.362	0.000406398	0.001312182	Enriched	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Sideroxydans	0.361	0.246	NotSig	Depleted
OTU_865	-0.829	12.854	0.711087755	0.792176709	NotSig	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	0.007	0.013	Enriched	Enriched
OTU_869	-0.281	13.14	0.188768501	0.274506866	NotSig	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	0.05	0.061	Depleted	Depleted
OTU_87	-0.103	11.575	0.705146896	0.792176709	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	0.01	0.011	Enriched	Enriched
OTU_870	0.252	10.46	0.009068577	0.019410831	NotSig	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	0.02	0.017	Depleted	Depleted
OTU_872	0.209	10.033	0.075139691	0.12501407	NotSig	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	0.024	0.02	Depleted	Depleted
OTU_88	0.571	15.432	0.027039824	0.050500848	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XII	Acidaminobacter	0.675	0.454	Enriched	Enriched
OTU_882	0.143	12.693	0.167889615	0.246972754	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.061	0.055	Depleted	Depleted
OTU_888	0.549	10.781	0.000163097	0.000586224	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.025	0.017	Depleted	Depleted
OTU_89	0.722	12.938	1.87004E-05	8.38216E-05	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Mangroviflexus	0.225	0.136	Enriched	NotSig
OTU_894	1.951	7.121	0.069484746	0.116624176	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Promicromonospora	0	0	Enriched	Enriched
OTU_899	0.35	9.296	0.018546757	0.036437121	NotSig	Acidobacteria	Acidobacteria_Gp13	Holophagales	Holophagaceae	Gp13	0.014	0.011	Depleted	Depleted
OTU_9	0.437	17.269	0.000204481	0.000710877	Enriched	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Sideroxydans	4.99	3.686	Enriched	Enriched
OTU_90	0.149	12.234	0.354689168	0.464386849	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	0.088	0.08	Enriched	Enriched
OTU_906	0.386	12.539	9.53095E-05	0.000359534	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.186	0.143	Depleted	Depleted
OTU_91	0.057	12.421	0.793748835	0.856709083	NotSig	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	0.101	0.097	Enriched	NotSig
OTU_92	1.174	9.944	0.02807467	0.0521778	NotSig	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	0.008	0.003	Enriched	Enriched
OTU_926	0.37	11.82	2.71349E-06	1.57883E-05	Enriched	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0.096	0.074	Depleted	Depleted
OTU_93	0.15	13.212	0.023070338	0.044169843	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	0.254	0.229	Depleted	Depleted
OTU_94	-0.16	13.378	0.213998136	0.307672791	NotSig	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.21	0.235	Enriched	Enriched
OTU_95	0.395	11.625	0.120997405	0.185887142	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.009	0.007	Enriched	Enriched
OTU_96	0.305	13.907	0.840125637	0.891609659	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.156	0.127	Enriched	Enriched
OTU_961	0.399	11.392	0.002413353	0.006081798	Enriched	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Candidatus_Solibacter	0.052	0.039	Depleted	Depleted
OTU_97	0.098	14.753	0.437107304	0.549629977	NotSig	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola	0.207	0.193	Enriched	Enriched
OTU_98	1.412	13.039	0.288410771	0.389661361	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0.012	0.004	Enriched	Enriched
OTU_99	0.517	13.359	0.016404092	0.03360193	NotSig	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	0.077	0.054	Enriched	Enriched
